colno,verb id,tense id,aux id,person no,person,conjugation,stem,end,irregularS,irregularE,specialCalc,specialCase
6918,75,2,2,1P,Nous,pourvoirons,pourvoir,ons,,,0,
6919,75,2,2,2P,Vous,pourvoirez,pourvoir,ez,,,0,
6944,75,7,2,1S,Je,pourvoirais,pourvoir,ais,,,0,
6945,75,7,2,2S,Tu,pourvoirais,pourvoir,ais,,,0,
6946,75,7,2,3S,Il,pourvoirait,pourvoir,ait,,,0,
6947,75,7,2,3P,Ils,pourvoiraient,pourvoir,aient,,,0,
6948,75,7,2,1P,Nous,pourvoirions,pourvoir,ions,,,0,
6949,75,7,2,2P,Vous,pourvoiriez,pourvoir,iez,,,0,
6908,75,1,2,1S,Je,pourvois,pourvoi,s,1,,0,
6909,75,1,2,2S,Tu,pourvois,pourvoi,s,1,,0,
6910,75,1,2,3S,Il,pourvoit,pourvoi,t,1,,0,
6911,75,1,2,3P,Ils,pourvoient,pourvoi,ent,1,,0,
6912,75,1,2,1P,Nous,pourvoyons,pourvoy,ons,1,,0,
6913,75,1,2,2P,Vous,pourvoyez,pourvoy,ez,1,,0,
6932,75,5,2,1S,Je,pourvoie,pourvoi,e,,,0,
6933,75,5,2,2S,Tu,pourvoies,pourvoi,es,,,0,
6934,75,5,2,3S,Il,pourvoie,pourvoi,e,,,0,
6935,75,5,2,3P,Ils,pourvoient,pourvoi,ent,,,0,
6936,75,5,2,1P,Nous,pourvoyions,pourvoy,ions,,,0,
6937,75,5,2,2P,Vous,pourvoyiez,pourvoy,iez,,,0,
6920,75,3,2,1S,Je,pourvoyais,pourvoy,ais,,,0,
6921,75,3,2,2S,Tu,pourvoyais,pourvoy,ais,,,0,
6922,75,3,2,3S,Il,pourvoyait,pourvoy,ait,,,0,
6923,75,3,2,3P,Ils,pourvoyaient,pourvoy,aient,,,0,
6924,75,3,2,1P,Nous,pourvoyions,pourvoy,ions,,,0,
6925,75,3,2,2P,Vous,pourvoyiez,pourvoy,iez,,,0,
6926,75,4,2,1S,Je,pourvus,pourv,us,1,,0,
6927,75,4,2,2S,Tu,pourvus,pourv,us,1,,0,
6928,75,4,2,3S,Il,pourvut,pourv,ut,1,,0,
6929,75,4,2,3P,Ils,pourvurent,pourv,urent,1,,0,
6930,75,4,2,1P,Nous,pourvûmes,pourv,ûmes,1,,0,
6931,75,4,2,2P,Vous,pourvûtes,pourv,ûtes,1,,0,
6938,75,6,2,1S,Je,pourvusse,pourv,usse,,,0,
6939,75,6,2,2S,Tu,pourvusses,pourv,usses,,,0,
6940,75,6,2,3S,Il,pourvût,pourv,ût,,,0,
6941,75,6,2,3P,Ils,pourvussent,pourv,ussent,,,0,
6942,75,6,2,1P,Nous,pourvussions,pourv,ussions,,,0,
6943,75,6,2,2P,Vous,pourvussiez,pourv,ussiez,,,0,
6953,75,9,2,,,pourvoyant,pourvoy,ant,,,0,
6954,75,10,2,,,pourvu(s),pourv,u(s),,,0,
9005,75,10,2,,,pourvue(s),pourv,ue(s),0,0,0,
7012,76,2,2,1S,Je,pourrai,pourr,ai,1,,0,
7013,76,2,2,2S,Tu,pourras,pourr,as,1,,0,
7014,76,2,2,3S,Il,pourra,pourr,a,1,,0,
7015,76,2,2,3P,Ils,pourront,pourr,ont,1,,0,
7016,76,2,2,1P,Nous,pourrons,pourr,ons,1,,0,
7017,76,2,2,2P,Vous,pourrez,pourr,ez,1,,0,
7042,76,7,2,1S,Je,pourrais,pourr,ais,1,,0,
7043,76,7,2,2S,Tu,pourrais,pourr,ais,1,,0,
7044,76,7,2,3S,Il,pourrait,pourr,ait,1,,0,
7045,76,7,2,3P,Ils,pourraient,pourr,aient,1,,0,
7046,76,7,2,1P,Nous,pourrions,pourr,ions,1,,0,
7047,76,7,2,2P,Vous,pourriez,pourr,iez,1,,0,
7006,76,1,2,1S,Je,peux,peu,x,1,1,0,
7007,76,1,2,2S,Tu,peux,peu,x,1,1,0,
7008,76,1,2,3S,Il,peut,peu,t,1,0,0,
7009,76,1,2,3P,Ils,peuvent,peuv,ent,1,0,0,
7010,76,1,2,1P,Nous,pouvons,pouv,ons,,,0,
7011,76,1,2,2P,Vous,pouvez,pouv,ez,,,0,
7030,76,5,2,1S,Je,puisse,puiss,e,1,,0,
7031,76,5,2,2S,Tu,puisses,puiss,es,1,,0,
7032,76,5,2,3S,Il,puisse,puiss,e,1,,0,
7033,76,5,2,3P,Ils,puissent,puiss,ent,1,,0,
7034,76,5,2,1P,Nous,puissions,puiss,ions,1,,0,
7035,76,5,2,2P,Vous,puissiez,puiss,iez,1,,0,
7018,76,3,2,1S,Je,pouvais,pouv,ais,,,0,
7019,76,3,2,2S,Tu,pouvais,pouv,ais,,,0,
7020,76,3,2,3S,Il,pouvait,pouv,ait,,,0,
7021,76,3,2,3P,Ils,pouvaient,pouv,aient,,,0,
7022,76,3,2,1P,Nous,pouvions,pouv,ions,,,0,
7023,76,3,2,2P,Vous,pouviez,pouv,iez,,,0,
7024,76,4,2,1S,Je,pus,p,us,1,,0,
7025,76,4,2,2S,Tu,pus,p,us,1,,0,
7026,76,4,2,3S,Il,put,p,ut,1,,0,
7027,76,4,2,3P,Ils,purent,p,urent,1,,0,
7028,76,4,2,1P,Nous,pûmes,p,ûmes,1,,0,
7029,76,4,2,2P,Vous,pûtes,p,ûtes,1,,0,
7036,76,6,2,1S,Je,pusse,p,usse,,,0,
7037,76,6,2,2S,Tu,pusses,p,usses,,,0,
7038,76,6,2,3S,Il,pût,p,ût,,,0,
7039,76,6,2,3P,Ils,pussent,p,ussent,,,0,
7040,76,6,2,1P,Nous,pussions,p,ussions,,,0,
7041,76,6,2,2P,Vous,pussiez,p,ussiez,,,0,
7048,76,9,2,,,pouvant,pouv,ant,0,,0,
7049,76,10,2,,,pu,p,u,1,,0,
7101,77,1,2,1S,Je,prends,prend,s,0,0,0,
7102,77,1,2,2S,Tu,prends,prend,s,0,0,0,
7103,77,1,2,3S,Il,prend,prend,,0,0,0,
7104,77,1,2,3P,Ils,prennent,prenn,ent,496
7105,77,1,2,1P,Nous,prenons,pren,ons,504
7106,77,1,2,2P,Vous,prenez,pren,ez,504
7107,77,2,2,1S,Je,prendrai,prendr,ai,504
7108,77,2,2,2S,Tu,prendras,prendr,as,504
7109,77,2,2,3S,Il,prendra,prendr,a,504
7110,77,2,2,3P,Ils,prendront,prendr,ont,1008
7111,77,2,2,1P,Nous,prendrons,prendr,ons,2016
7112,77,2,2,2P,Vous,prendrez,prendr,ez,2016
7113,77,3,2,1S,Je,prenais,pren,ais,0
7114,77,3,2,2S,Tu,prenais,pren,ais,0
7115,77,3,2,3S,Il,prenait,pren,ait,0
7116,77,3,2,3P,Ils,prenaient,pren,aient,0
7117,77,3,2,1P,Nous,prenions,pren,ions,0
7118,77,3,2,2P,Vous,preniez,pren,iez,0
7119,77,4,2,1S,Je,pris,pr,is,24
7120,77,4,2,2S,Tu,pris,pr,is,24
7121,77,4,2,3S,Il,prit,pr,it,24
7122,77,4,2,3P,Ils,prirent,pr,irent,48
7123,77,4,2,1P,Nous,prîmes,pr,îmes,96
7124,77,4,2,2P,Vous,prîtes,pr,îtes,96
7137,77,7,2,1S,Je,prendrais,prendr,ais,504
7138,77,7,2,2S,Tu,prendrais,prendr,ais,504
7139,77,7,2,3S,Il,prendrait,prendr,ait,504
7140,77,7,2,3P,Ils,prendraient,prendr,aient,1008
7141,77,7,2,1P,Nous,prendrions,prendr,ions,2016
7142,77,7,2,2P,Vous,prendriez,prendr,iez,2016
7125,77,5,2,1S,Je,prenne,prenn,e,,,0,
7126,77,5,2,2S,Tu,prennes,prenn,es,,,0,
7127,77,5,2,3S,Il,prenne,prenn,e,,,0,
7128,77,5,2,3P,Ils,prennent,prenn,ent,,,0,
7129,77,5,2,1P,Nous,prenions,pren,ions,480,,,
7130,77,5,2,2P,Vous,preniez,pren,iez,480,,,
7131,77,6,2,1S,Je,prisse,pr,isse,,,0,
7132,77,6,2,2S,Tu,prisses,pr,isses,,,0,
7133,77,6,2,3S,Il,prît,pr,ît,,,0,
7134,77,6,2,3P,Ils,prissent,pr,issent,,,0,
7135,77,6,2,1P,Nous,prissions,pr,issions,,,0,
7136,77,6,2,2P,Vous,prissiez,pr,issiez,,,0,
7146,77,9,2,,,prenant,pren,ant,,,0,
7147,77,10,2,,,pris,pris,,1,0,0,
7148,77,10,2,,,prise(s),pris,e(s),1,,0,
7208,78,2,2,1S,Je,rendrai,rendr,ai,1,,0,
7209,78,2,2,2S,Tu,rendras,rendr,as,1,,0,
7210,78,2,2,3S,Il,rendra,rendr,a,1,,0,
7211,78,2,2,3P,Ils,rendront,rendr,ont,1,,0,
7212,78,2,2,1P,Nous,rendrons,rendr,ons,1,,0,
7213,78,2,2,2P,Vous,rendrez,rendr,ez,1,,0,
7238,78,7,2,1S,Je,rendrais,rendr,ais,1,,0,
7239,78,7,2,2S,Tu,rendrais,rendr,ais,1,,0,
7240,78,7,2,3S,Il,rendrait,rendr,ait,1,,0,
7241,78,7,2,3P,Ils,rendraient,rendr,aient,1,,0,
7242,78,7,2,1P,Nous,rendrions,rendr,ions,1,,0,
7243,78,7,2,2P,Vous,rendriez,rendr,iez,1,,0,
7202,78,1,2,1S,Je,rends,rend,s,,,0,
7203,78,1,2,2S,Tu,rends,rend,s,,,0,
7204,78,1,2,3S,Il,rend,rend,,,,0,
7205,78,1,2,3P,Ils,rendent,rend,ent,,,0,
7206,78,1,2,1P,Nous,rendons,rend,ons,,,0,
7207,78,1,2,2P,Vous,rendez,rend,ez,,,0,
7226,78,5,2,1S,Je,rende,rend,e,,,0,
7227,78,5,2,2S,Tu,rendes,rend,es,,,0,
7228,78,5,2,3S,Il,rende,rend,e,,,0,
7229,78,5,2,3P,Ils,rendent,rend,ent,,,0,
7230,78,5,2,1P,Nous,rendions,rend,ions,,,0,
7231,78,5,2,2P,Vous,rendiez,rend,iez,,,0,
7214,78,3,2,1S,Je,rendais,rend,ais,,,0,
7215,78,3,2,2S,Tu,rendais,rend,ais,,,0,
7216,78,3,2,3S,Il,rendait,rend,ait,,,0,
7217,78,3,2,3P,Ils,rendaient,rend,aient,,,0,
7218,78,3,2,1P,Nous,rendions,rend,ions,,,0,
7219,78,3,2,2P,Vous,rendiez,rend,iez,,,0,
7220,78,4,2,1S,Je,rendis,rend,is,,,0,
7221,78,4,2,2S,Tu,rendis,rend,is,,,0,
7222,78,4,2,3S,Il,rendit,rend,it,,,0,
7223,78,4,2,3P,Ils,rendirent,rend,irent,,,0,
7224,78,4,2,1P,Nous,rendîmes,rend,îmes,,,0,
7225,78,4,2,2P,Vous,rendîtes,rend,îtes,,,0,
7232,78,6,2,1S,Je,rendisse,rend,isse,,,0,
7233,78,6,2,2S,Tu,rendisses,rend,isses,,,0,
7234,78,6,2,3S,Il,rendît,rend,ît,,,0,
7235,78,6,2,3P,Ils,rendissent,rend,issent,,,0,
7236,78,6,2,1P,Nous,rendissions,rend,issions,,,0,
7237,78,6,2,2P,Vous,rendissiez,rend,issiez,,,0,
7247,78,9,2,,,rendant,rend,ant,,,0,
7248,78,10,2,,,rendu(s),rend,u(s),0,,0,
9006,78,10,2,,,rendue(s),rend,ue(s),0,0,0,
7306,79,2,2,1S,Je,rirai,rir,ai,1,,0,
7307,79,2,2,2S,Tu,riras,rir,as,1,,0,
7308,79,2,2,3S,Il,rira,rir,a,1,,0,
7309,79,2,2,3P,Ils,riront,rir,ont,1,,0,
7310,79,2,2,1P,Nous,rirons,rir,ons,1,,0,
7311,79,2,2,2P,Vous,rirez,rir,ez,1,,0,
7336,79,7,2,1S,Je,rirais,rir,ais,1,,0,
7337,79,7,2,2S,Tu,rirais,rir,ais,1,,0,
7338,79,7,2,3S,Il,rirait,rir,ait,1,,0,
7339,79,7,2,3P,Ils,riraient,rir,aient,1,,0,
7340,79,7,2,1P,Nous,ririons,rir,ions,1,,0,
7341,79,7,2,2P,Vous,ririez,rir,iez,1,,0,
7300,79,1,2,1S,Je,ris,ri,s,,,0,
7301,79,1,2,2S,Tu,ris,ri,s,,,0,
7302,79,1,2,3S,Il,rit,ri,t,,,0,
7303,79,1,2,3P,Ils,rient,ri,ent,,,0,
7304,79,1,2,1P,Nous,rions,ri,ons,,,0,
7305,79,1,2,2P,Vous,riez,ri,ez,,,0,
7324,79,5,2,1S,Je,rie,ri,e,,,0,
7325,79,5,2,2S,Tu,ries,ri,es,,,0,
7326,79,5,2,3S,Il,rie,ri,e,,,0,
7327,79,5,2,3P,Ils,rient,ri,ent,,,0,
7328,79,5,2,1P,Nous,riions,ri,ions,,,0,
7329,79,5,2,2P,Vous,riiez,ri,iez,,,0,
7312,79,3,2,1S,Je,riais,ri,ais,,,0,
7313,79,3,2,2S,Tu,riais,ri,ais,,,0,
7314,79,3,2,3S,Il,riait,ri,ait,,,0,
7315,79,3,2,3P,Ils,riaient,ri,aient,,,0,
7316,79,3,2,1P,Nous,riions,ri,ions,,,0,
7317,79,3,2,2P,Vous,riiez,ri,iez,,,0,
7318,79,4,2,1S,Je,ris,r,is,1,,0,
7319,79,4,2,2S,Tu,ris,r,is,1,,0,
7320,79,4,2,3S,Il,rit,r,it,1,,0,
7321,79,4,2,3P,Ils,rirent,r,irent,1,,0,
7322,79,4,2,1P,Nous,rîmes,r,îmes,1,,0,
7323,79,4,2,2P,Vous,rîtes,r,îtes,1,,0,
7330,79,6,2,1S,Je,risse,r,isse,,,0,
7331,79,6,2,2S,Tu,risses,r,isses,,,0,
7332,79,6,2,3S,Il,rît,r,ît,,,0,
7333,79,6,2,3P,Ils,rissent,r,issent,,,0,
7334,79,6,2,1P,Nous,rissions,r,issions,,,0,
7335,79,6,2,2P,Vous,rissiez,r,issiez,,,0,
7345,79,9,2,,,riant,ri,ant,,,0,
7346,79,10,2,,,ri,r,i,1,,0,
7404,80,2,2,1S,Je,romprai,rompr,ai,1,,0,
7405,80,2,2,2S,Tu,rompras,rompr,as,1,,0,
7406,80,2,2,3S,Il,rompra,rompr,a,1,,0,
7407,80,2,2,3P,Ils,rompront,rompr,ont,1,,0,
7408,80,2,2,1P,Nous,romprons,rompr,ons,1,,0,
7409,80,2,2,2P,Vous,romprez,rompr,ez,1,,0,
7434,80,7,2,1S,Je,romprais,rompr,ais,1,,0,
7435,80,7,2,2S,Tu,romprais,rompr,ais,1,,0,
7436,80,7,2,3S,Il,romprait,rompr,ait,1,,0,
7437,80,7,2,3P,Ils,rompraient,rompr,aient,1,,0,
7438,80,7,2,1P,Nous,romprions,rompr,ions,1,,0,
7439,80,7,2,2P,Vous,rompriez,rompr,iez,1,,0,
7398,80,1,2,1S,Je,romps,romp,s,,,0,
7399,80,1,2,2S,Tu,romps,romp,s,,,0,
7400,80,1,2,3S,Il,rompt,romp,t,,,0,
7401,80,1,2,3P,Ils,rompent,romp,ent,,,0,
7402,80,1,2,1P,Nous,rompons,romp,ons,,,0,
7403,80,1,2,2P,Vous,rompez,romp,ez,,,0,
7422,80,5,2,1S,Je,rompe,romp,e,,,0,
7423,80,5,2,2S,Tu,rompes,romp,es,,,0,
7424,80,5,2,3S,Il,rompe,romp,e,,,0,
7425,80,5,2,3P,Ils,rompent,romp,ent,,,0,
7426,80,5,2,1P,Nous,rompions,romp,ions,,,0,
7427,80,5,2,2P,Vous,rompiez,romp,iez,,,0,
7410,80,3,2,1S,Je,rompais,romp,ais,,,0,
7411,80,3,2,2S,Tu,rompais,romp,ais,,,0,
7412,80,3,2,3S,Il,rompait,romp,ait,,,0,
7413,80,3,2,3P,Ils,rompaient,romp,aient,,,0,
7414,80,3,2,1P,Nous,rompions,romp,ions,,,0,
7415,80,3,2,2P,Vous,rompiez,romp,iez,,,0,
7416,80,4,2,1S,Je,rompis,romp,is,,,0,
7417,80,4,2,2S,Tu,rompis,romp,is,,,0,
7418,80,4,2,3S,Il,rompit,romp,it,,,0,
7419,80,4,2,3P,Ils,rompirent,romp,irent,,,0,
7420,80,4,2,1P,Nous,rompîmes,romp,îmes,,,0,
7421,80,4,2,2P,Vous,rompîtes,romp,îtes,,,0,
7428,80,6,2,1S,Je,rompisse,romp,isse,,,0,
7429,80,6,2,2S,Tu,rompisses,romp,isses,,,0,
7430,80,6,2,3S,Il,rompît,romp,ît,,,0,
7431,80,6,2,3P,Ils,rompissent,romp,issent,,,0,
7432,80,6,2,1P,Nous,rompissions,romp,issions,,,0,
7433,80,6,2,2P,Vous,rompissiez,romp,issiez,,,0,
7443,80,9,2,,,rompant,romp,ant,,,0,
7444,80,10,2,,,rompu(s),romp,u(s),,,0,
9007,80,10,2,,,rompue(s),romp,ue(s),0,0,0,
7502,81,2,2,1S,Je,saurai,saur,ai,1,,0,
7503,81,2,2,2S,Tu,sauras,saur,as,1,,0,
7504,81,2,2,3S,Il,saura,saur,a,1,,0,
7505,81,2,2,3P,Ils,sauront,saur,ont,1,,0,
7506,81,2,2,1P,Nous,saurons,saur,ons,1,,0,
7507,81,2,2,2P,Vous,saurez,saur,ez,1,,0,
7532,81,7,2,1S,Je,saurais,saur,ais,1,,0,
7533,81,7,2,2S,Tu,saurais,saur,ais,1,,0,
7534,81,7,2,3S,Il,saurait,saur,ait,1,,0,
7535,81,7,2,3P,Ils,sauraient,saur,aient,1,,0,
7536,81,7,2,1P,Nous,saurions,saur,ions,1,,0,
7537,81,7,2,2P,Vous,sauriez,saur,iez,1,,0,
7496,81,1,2,1S,Je,sais,sai,s,1,,0,
7497,81,1,2,2S,Tu,sais,sai,s,1,,0,
7498,81,1,2,3S,Il,sait,sai,t,1,,0,
7499,81,1,2,3P,Ils,savent,sav,ent,,,0,
7500,81,1,2,1P,Nous,savons,sav,ons,,,0,
7501,81,1,2,2P,Vous,savez,sav,ez,,,0,
7520,81,5,2,1S,Je,sache,sach,e,1,,0,
7521,81,5,2,2S,Tu,saches,sach,es,1,,0,
7522,81,5,2,3S,Il,sache,sach,e,1,,0,
7523,81,5,2,3P,Ils,sachent,sach,ent,1,,0,
7524,81,5,2,1P,Nous,sachions,sach,ions,1,,0,
7525,81,5,2,2P,Vous,sachiez,sach,iez,1,,0,
7508,81,3,2,1S,Je,savais,sav,ais,,,0,
7509,81,3,2,2S,Tu,savais,sav,ais,,,0,
7510,81,3,2,3S,Il,savait,sav,ait,,,0,
7511,81,3,2,3P,Ils,savaient,sav,aient,,,0,
7512,81,3,2,1P,Nous,savions,sav,ions,,,0,
7513,81,3,2,2P,Vous,saviez,sav,iez,,,0,
7514,81,4,2,1S,Je,sus,s,us,1,,0,
7515,81,4,2,2S,Tu,sus,s,us,1,,0,
7516,81,4,2,3S,Il,sut,s,ut,1,,0,
7517,81,4,2,3P,Ils,surent,s,urent,1,,0,
7518,81,4,2,1P,Nous,sûmes,s,ûmes,1,,0,
7519,81,4,2,2P,Vous,sûtes,s,ûtes,1,,0,
7526,81,6,2,1S,Je,susse,s,usse,,,0,
7527,81,6,2,2S,Tu,susses,s,usses,,,0,
7528,81,6,2,3S,Il,sût,s,ût,,,0,
7529,81,6,2,3P,Ils,sussent,s,ussent,,,0,
7530,81,6,2,1P,Nous,sussions,s,ussions,,,0,
7531,81,6,2,2P,Vous,sussiez,s,ussiez,,,0,
7541,81,9,2,,,sachant,sach,ant,1,,0,
7542,81,10,2,,,su(s),s,u(s),1,,0,
9008,81,10,2,,,sue(s),s,ue(s),1,0,0,
7600,82,2,2,1S,Je,sentirai,sentir,ai,,,0,
7601,82,2,2,2S,Tu,sentiras,sentir,as,,,0,
7602,82,2,2,3S,Il,sentira,sentir,a,,,0,
7603,82,2,2,3P,Ils,sentiront,sentir,ont,,,0,
7604,82,2,2,1P,Nous,sentirons,sentir,ons,,,0,
7605,82,2,2,2P,Vous,sentirez,sentir,ez,,,0,
7630,82,7,2,1S,Je,sentirais,sentir,ais,,,0,
7631,82,7,2,2S,Tu,sentirais,sentir,ais,,,0,
7632,82,7,2,3S,Il,sentirait,sentir,ait,,,0,
7633,82,7,2,3P,Ils,sentiraient,sentir,aient,,,0,
7634,82,7,2,1P,Nous,sentirions,sentir,ions,,,0,
7635,82,7,2,2P,Vous,sentiriez,sentir,iez,,,0,
7594,82,1,2,1S,Je,sens,sen,s,1,,0,
7595,82,1,2,2S,Tu,sens,sen,s,1,,0,
7596,82,1,2,3S,Il,sent,sen,t,1,,0,
7597,82,1,2,3P,Ils,sentent,sent,ent,,,0,
7598,82,1,2,1P,Nous,sentons,sent,ons,,,0,
7599,82,1,2,2P,Vous,sentez,sent,ez,,,0,
7618,82,5,2,1S,Je,sente,sent,e,,,0,
7619,82,5,2,2S,Tu,sentes,sent,es,,,0,
7620,82,5,2,3S,Il,sente,sent,e,,,0,
7621,82,5,2,3P,Ils,sentent,sent,ent,,,0,
7622,82,5,2,1P,Nous,sentions,sent,ions,,,0,
7623,82,5,2,2P,Vous,sentiez,sent,iez,,,0,
7606,82,3,2,1S,Je,sentais,sent,ais,,,0,
7607,82,3,2,2S,Tu,sentais,sent,ais,,,0,
7608,82,3,2,3S,Il,sentait,sent,ait,,,0,
7609,82,3,2,3P,Ils,sentaient,sent,aient,,,0,
7610,82,3,2,1P,Nous,sentions,sent,ions,,,0,
7611,82,3,2,2P,Vous,sentiez,sent,iez,,,0,
7612,82,4,2,1S,Je,sentis,sent,is,,,0,
7613,82,4,2,2S,Tu,sentis,sent,is,,,0,
7614,82,4,2,3S,Il,sentit,sent,it,,,0,
7615,82,4,2,3P,Ils,sentirent,sent,irent,,,0,
7616,82,4,2,1P,Nous,sentîmes,sent,îmes,,,0,
7617,82,4,2,2P,Vous,sentîtes,sent,îtes,,,0,
7624,82,6,2,1S,Je,sentisse,sent,isse,,,0,
7625,82,6,2,2S,Tu,sentisses,sent,isses,,,0,
7626,82,6,2,3S,Il,sentît,sent,ît,,,0,
7627,82,6,2,3P,Ils,sentissent,sent,issent,,,0,
7628,82,6,2,1P,Nous,sentissions,sent,issions,,,0,
7629,82,6,2,2P,Vous,sentissiez,sent,issiez,,,0,
7639,82,9,2,,,sentant,sent,ant,,,0,
7640,82,10,2,,,senti(s),sent,i(s),,,0,
9012,82,10,2,,,sentie(s),sent,ie(s),0,0,0,
7694,83,2,3,3S,Il,siéra,siér,a,1,,0,
7695,83,2,3,3P,Ils,siéront,siér,ont,1,,0,
7700,83,7,3,3S,Il,siérait,siér,ait,,,0,
7701,83,7,3,3P,Ils,siéraient,siér,aient,,,0,
7692,83,1,3,3S,Il,sied,sie,d,1,,0,
7693,83,1,3,3P,Ils,siéent,sié,ent,1,,0,
7698,83,5,3,3S,Il,siée,sié,e,,,0,
7699,83,5,3,3P,Ils,siéent,sié,ent,,,0,
7696,83,3,3,3S,Il,seyait,sey,ait,1,,0,
7697,83,3,3,3P,Ils,seyaient,sey,aient,1,,0,
7702,83,9,3,,,seyant,se,yant,1,,0,
7703,83,9,3,,,séant,sé,ant,1,,0,
7704,83,10,3,,,sis,s,is,1,,0,
7711,84,2,2,1S,Je,servirai,servir,ai,,,0,
7712,84,2,2,2S,Tu,serviras,servir,as,,,0,
7713,84,2,2,3S,Il,servira,servir,a,,,0,
7714,84,2,2,3P,Ils,serviront,servir,ont,,,0,
7715,84,2,2,1P,Nous,servirons,servir,ons,,,0,
7716,84,2,2,2P,Vous,servirez,servir,ez,,,0,
7741,84,7,2,1S,Je,servirais,servir,ais,,,0,
7742,84,7,2,2S,Tu,servirais,servir,ais,,,0,
7743,84,7,2,3S,Il,servirait,servir,ait,,,0,
7744,84,7,2,3P,Ils,serviraient,servir,aient,,,0,
7745,84,7,2,1P,Nous,servirions,servir,ions,,,0,
7746,84,7,2,2P,Vous,serviriez,servir,iez,,,0,
7705,84,1,2,1S,Je,sers,ser,s,1,,0,
7706,84,1,2,2S,Tu,sers,ser,s,1,,0,
7707,84,1,2,3S,Il,sert,ser,t,1,,0,
7708,84,1,2,3P,Ils,servent,serv,ent,,,0,
7709,84,1,2,1P,Nous,servons,serv,ons,,,0,
7710,84,1,2,2P,Vous,servez,serv,ez,,,0,
7729,84,5,2,1S,Je,serve,serv,e,,,0,
7730,84,5,2,2S,Tu,serves,serv,es,,,0,
7731,84,5,2,3S,Il,serve,serv,e,,,0,
7732,84,5,2,3P,Ils,servent,serv,ent,,,0,
7733,84,5,2,1P,Nous,servions,serv,ions,,,0,
7734,84,5,2,2P,Vous,serviez,serv,iez,,,0,
7717,84,3,2,1S,Je,servais,serv,ais,,,0,
7718,84,3,2,2S,Tu,servais,serv,ais,,,0,
7719,84,3,2,3S,Il,servait,serv,ait,,,0,
7720,84,3,2,3P,Ils,servaient,serv,aient,,,0,
7721,84,3,2,1P,Nous,servions,serv,ions,,,0,
7722,84,3,2,2P,Vous,serviez,serv,iez,,,0,
7723,84,4,2,1S,Je,servis,serv,is,,,0,
7724,84,4,2,2S,Tu,servis,serv,is,,,0,
7725,84,4,2,3S,Il,servit,serv,it,,,0,
7726,84,4,2,3P,Ils,servirent,serv,irent,,,0,
7727,84,4,2,1P,Nous,servîmes,serv,îmes,,,0,
7728,84,4,2,2P,Vous,servîtes,serv,îtes,,,0,
7735,84,6,2,1S,Je,servisse,serv,isse,,,0,
7736,84,6,2,2S,Tu,servisses,serv,isses,,,0,
7737,84,6,2,3S,Il,servît,serv,ît,,,0,
7738,84,6,2,3P,Ils,servissent,serv,issent,,,0,
7739,84,6,2,1P,Nous,servissions,serv,issions,,,0,
7740,84,6,2,2P,Vous,servissiez,serv,issiez,,,0,
7750,84,9,2,,,servant,serv,ant,,,0,
7751,84,10,2,,,servi(s),serv,i(s),,,0,
9013,84,10,2,,,servie(s),serv,ie(s),0,0,0,
7809,85,2,3,1S,Je,sortirai,sortir,ai,,,0,
7810,85,2,3,2S,Tu,sortiras,sortir,as,,,0,
7811,85,2,3,3S,Il,sortira,sortir,a,,,0,
7812,85,2,3,3P,Ils,sortiront,sortir,ont,,,0,
7813,85,2,3,1P,Nous,sortirons,sortir,ons,,,0,
7814,85,2,3,2P,Vous,sortirez,sortir,ez,,,0,
7839,85,7,3,1S,Je,sortirais,sortir,ais,,,0,
7840,85,7,3,2S,Tu,sortirais,sortir,ais,,,0,
7841,85,7,3,3S,Il,sortirait,sortir,ait,,,0,
7842,85,7,3,3P,Ils,sortiraient,sortir,aient,,,0,
7843,85,7,3,1P,Nous,sortirions,sortir,ions,,,0,
7844,85,7,3,2P,Vous,sortiriez,sortir,iez,,,0,
7803,85,1,3,1S,Je,sors,sor,s,1,,0,
7804,85,1,3,2S,Tu,sors,sor,s,1,,0,
7805,85,1,3,3S,Il,sort,sor,t,1,,0,
7806,85,1,3,3P,Ils,sortent,sort,ent,,,0,
7807,85,1,3,1P,Nous,sortons,sort,ons,,,0,
7808,85,1,3,2P,Vous,sortez,sort,ez,,,0,
7827,85,5,3,1S,Je,sorte,sort,e,,,0,
7828,85,5,3,2S,Tu,sortes,sort,es,,,0,
7829,85,5,3,3S,Il,sorte,sort,e,,,0,
7830,85,5,3,3P,Ils,sortent,sort,ent,,,0,
7831,85,5,3,1P,Nous,sortions,sort,ions,,,0,
7832,85,5,3,2P,Vous,sortiez,sort,iez,,,0,
7815,85,3,3,1S,Je,sortais,sort,ais,,,0,
7816,85,3,3,2S,Tu,sortais,sort,ais,,,0,
7817,85,3,3,3S,Il,sortait,sort,ait,,,0,
7818,85,3,3,3P,Ils,sortaient,sort,aient,,,0,
7819,85,3,3,1P,Nous,sortions,sort,ions,,,0,
7820,85,3,3,2P,Vous,sortiez,sort,iez,,,0,
7821,85,4,3,1S,Je,sortis,sort,is,,,0,
7822,85,4,3,2S,Tu,sortis,sort,is,,,0,
7823,85,4,3,3S,Il,sortit,sort,it,,,0,
7824,85,4,3,3P,Ils,sortirent,sort,irent,,,0,
7825,85,4,3,1P,Nous,sortîmes,sort,îmes,,,0,
7826,85,4,3,2P,Vous,sortîtes,sort,îtes,,,0,
