colno,verb id,tense id,aux id,person no,person,conjugation,stem,end,irregularS,irregularE,specialCalc,specialCase
1,2,1,2,1S,J',ai,ai,,1,,0,
2,2,1,2,2S,Tu,as,as,,1,,0,
3,2,1,2,3S,Il,a,a,,1,,0,
4,2,1,2,3P,Ils,ont,ont,,1,,0,
5,2,1,2,1P,Nous,avons,av,ons,,0,0,
6,2,1,2,2P,Vous,avez,av,ez,,,0,
14,2,3,2,1S,J',avais,av,ais,,,0,
15,2,3,2,2S,Tu,avais,av,ais,,,0,
16,2,3,2,3S,Il,avait,av,ait,,,0,
17,2,3,2,3P,Ils,avaient,av,aient,,,0,
18,2,3,2,1P,Nous,avions,av,ions,,,0,
19,2,3,2,2P,Vous,aviez,av,iez,,,0,
20,2,4,2,1S,J',eus,e,us,1,,0,
21,2,4,2,2S,Tu,eus,e,us,1,,0,
22,2,4,2,3S,Il,eut,e,ut,1,,0,
23,2,4,2,3P,Ils,eurent,e,urent,1,,0,
24,2,4,2,1P,Nous,eûmes,e,ûmes,1,,0,
25,2,4,2,2P,Vous,eûtes,e,ûtes,1,,0,
8,2,2,2,1S,J',aurai,aur,ai,1,0,0,
9,2,2,2,2S,Tu,auras,aur,as,1,,0,
10,2,2,2,3S,Il,aura,aur,a,1,,0,
11,2,2,2,3P,Ils,auront,aur,ont,1,,0,
12,2,2,2,1P,Nous,aurons,aur,ons,1,,0,
13,2,2,2,2P,Vous,aurez,aur,ez,1,,0,
38,2,7,2,1S,J',aurais,aur,ais,1,,0,
39,2,7,2,2S,Tu,aurais,aur,ais,1,,0,
40,2,7,2,3S,Il,aurait,aur,ait,1,,0,
41,2,7,2,3P,Ils,auraient,aur,aient,1,,0,
42,2,7,2,1P,Nous,aurions,aur,ions,1,,0,
43,2,7,2,2P,Vous,auriez,aur,iez,1,,0,
47,2,9,2,,,ayant,ay,ant,1,,0,
48,2,10,2,,,eu(s),eu,(s),1,,0,
49,2,10,2,,,eue(s),eu,e(s),1,,0,
26,2,5,2,1S,J',aie,ai,e,1,,0,
27,2,5,2,2S,Tu,aies,ai,es,1,,0,
28,2,5,2,3S,Il,ait,ai,t,1,1,0,
29,2,5,2,3P,Ils,aient,ai,ent,1,,0,
30,2,5,2,1P,Nous,ayons,ay,ons,1,1,0,
31,2,5,2,2P,Vous,ayez,ay,ez,1,1,0,
32,2,6,2,1S,J',eusse,e,usse,,,0,
33,2,6,2,2S,Tu,eusses,e,usses,,,0,
34,2,6,2,3S,Il,eût,e,ût,,,0,
35,2,6,2,3P,Ils,eussent,e,ussent,,,0,
36,2,6,2,1P,Nous,eussions,e,ussions,,,0,
37,2,6,2,2P,Vous,eussiez,e,ussiez,,,0,
7,2,1,2,,,en ayant eu,en, ayant eu,,,0,
102,3,1,2,1S,Je,suis,suis,,1,,0,
103,3,1,2,2S,Tu,es,es,,1,,0,
104,3,1,2,3S,Il,est,est,,1,,0,
105,3,1,2,3P,Ils,sont,s,ont,1,1,0,
106,3,1,2,1P,Nous,sommes,somm,es,1,1,0,
107,3,1,2,2P,Vous,êtes,êt,es,0,1,0,
114,3,3,2,1S,J',étais,ét,ais,1,,0,
115,3,3,2,2S,Tu,étais,ét,ais,1,,0,
116,3,3,2,3S,Il,était,ét,ait,1,,0,
117,3,3,2,3P,Ils,étaient,ét,aient,1,,0,
118,3,3,2,1P,Nous,étions,ét,ions,1,,0,
119,3,3,2,2P,Vous,étiez,ét,iez,1,,0,
120,3,4,2,1S,Je,fus,f,us,1,,0,
121,3,4,2,2S,Tu,fus,f,us,1,,0,
122,3,4,2,3S,Il,fut,f,ut,1,,0,
123,3,4,2,3P,Ils,furent,f,urent,1,,0,
124,3,4,2,1P,Nous,fûmes,f,ûmes,1,,0,
125,3,4,2,2P,Vous,fûtes,f,ûtes,1,,0,
108,3,2,2,1S,Je,serai,ser,ai,1,,0,
109,3,2,2,2S,Tu,seras,ser,as,1,,0,
110,3,2,2,3S,Il,sera,ser,a,1,,0,
111,3,2,2,3P,Ils,seront,ser,ont,1,,0,
112,3,2,2,1P,Nous,serons,ser,ons,1,,0,
113,3,2,2,2P,Vous,serez,ser,ez,1,,0,
138,3,7,2,1S,Je,serais,ser,ais,1,,0,
139,3,7,2,2S,Tu,serais,ser,ais,1,,0,
140,3,7,2,3S,Il,serait,ser,ait,1,,0,
141,3,7,2,3P,Ils,seraient,ser,aient,1,,0,
142,3,7,2,1P,Nous,serions,ser,ions,1,,0,
143,3,7,2,2P,Vous,seriez,ser,iez,1,,0,
147,3,9,2,,,étant,ét,ant,1,,0,
148,3,10,2,,,été,ét,é,1,1,0,
126,3,5,2,1S,Je,sois,soi,s,1,1,0,
127,3,5,2,2S,Tu,sois,soi,s,1,1,0,
128,3,5,2,3S,Il,soit,soi,t,1,1,0,
129,3,5,2,3P,Ils,soient,soi,ent,1,,0,
130,3,5,2,1P,Nous,soyons,soy,ons,1,1,0,
131,3,5,2,2P,Vous,soyez,soy,ez,1,1,0,
132,3,6,2,1S,Je,fusse,f,usse,,,0,
133,3,6,2,2S,Tu,fusses,f,usses,,,0,
134,3,6,2,3S,Il,fût,f,ût,,,0,
135,3,6,2,3P,Ils,fussent,f,ussent,,,0,
136,3,6,2,1P,Nous,fussions,f,ussions,,,0,
137,3,6,2,2P,Vous,fussiez,f,ussiez,,,0,
203,4,1,3,1S,Je,me regarde,me regard,e,,,0,
204,4,1,3,2S,Tu,te regardes,te regard,es,,,0,
205,4,1,3,3S,Il,se regarde,se regard,e,,,0,
206,4,1,3,3P,Ils,se regardent,se regard,ent,,,0,
207,4,1,3,1P,Nous,nous regardons,nous regard,ons,,,0,
208,4,1,3,2P,Vous,vous regardez,vous regard,ez,,,0,
216,4,3,3,1S,Je,me regardais,me regard,ais,,,0,
217,4,3,3,2S,Tu,te regardais,te regard,ais,,,0,
218,4,3,3,3S,Il,se regardait,se regard,ait,,,0,
219,4,3,3,3P,Ils,se regardaient,se regard,aient,,,0,
220,4,3,3,1P,Nous,nous regardions,nous regard,ions,,,0,
221,4,3,3,2P,Vous,vous regardiez,vous regard,iez,,,0,
222,4,4,3,1S,Je,me regardai,me regard,ai,,,0,
223,4,4,3,2S,Tu,te regardas,te regard,as,,,0,
224,4,4,3,3S,Il,se regarda,se regard,a,,,0,
225,4,4,3,3P,Ils,se regardèrent,se regard,èrent,,,0,
226,4,4,3,1P,Nous,nous regardâmes,nous regard,âmes,,,0,
227,4,4,3,2P,Vous,vous regardâtes,vous regard,âtes,,,0,
210,4,2,3,1S,Je,me regarderai,me regarder,ai,,,0,
211,4,2,3,2S,Tu,te regarderas,te regarder,as,,,0,
212,4,2,3,3S,Il,se regardera,se regarder,a,,,0,
213,4,2,3,3P,Ils,se regarderont,se regarder,ont,,,0,
214,4,2,3,1P,Nous,nous regarderons,nous regarder,ons,,,0,
215,4,2,3,2P,Vous,vous regarderez,vous regarder,ez,,,0,
240,4,7,3,1S,Je,me regarderais,me regarder,ais,,,0,
241,4,7,3,2S,Tu,te regarderais,te regarder,ais,,,0,
242,4,7,3,3S,Il,se regarderait,se regarder,ait,,,0,
243,4,7,3,3P,Ils,se regarderaient,se regarder,aient,,,0,
244,4,7,3,1P,Nous,nous regarderions,nous regarder,ions,,,0,
245,4,7,3,2P,Vous,vous regarderiez,vous regarder,iez,,,0,
249,4,9,3,,,se regardant,se regard,ant,,,0,
250,4,10,3,,,regardé(s),regard,é(s),,,0,
251,4,10,3,,,regardée(s),regard,ée(s),,,0,
228,4,5,3,1S,Je,me regarde,me regard,e,,,0,
229,4,5,3,2S,Tu,te regardes,te regard,es,,,0,
230,4,5,3,3S,Il,se regarde,se regard,e,,,0,
231,4,5,3,3P,Ils,se regardent,se regard,ent,,,0,
232,4,5,3,1P,Nous,nous regardions,nous regard,ions,,,0,
233,4,5,3,2P,Vous,vous regardiez,vous regard,iez,,,0,
234,4,6,3,1S,Je,me regardasse,me regard,asse,,,0,
235,4,6,3,2S,Tu,te regardasses,te regard,asses,,,0,
236,4,6,3,3S,Il,se regardât,se regard,ât,,,0,
237,4,6,3,3P,Ils,se regardassent,se regard,assent,,,0,
238,4,6,3,1P,Nous,nous regardassions,nous regard,assions,,,0,
239,4,6,3,2P,Vous,vous regardassiez,vous regard,assiez,,,0,
209,4,1,3,,,se regarder,se regard,er,,,0,
302,5,1,3,1S,Je,me  parle,me  parl,e,,,0,
303,5,1,3,2S,Tu,te  parles,te  parl,es,,,0,
304,5,1,3,3S,Il,se parle,se parl,e,,,0,
305,5,1,3,3P,Ils,se parlent,se parl,ent,,,0,
306,5,1,3,1P,Nous,nous parlons,nous parl,ons,,,0,
307,5,1,3,2P,Vous,vous parlez,vous parl,ez,,,0,
314,5,3,3,1S,Je,me  parlais,me  parl,ais,,,0,
315,5,3,3,2S,Tu,te  parlais,te  parl,ais,,,0,
316,5,3,3,3S,Il,se parlait,se parl,ait,,,0,
317,5,3,3,3P,Ils,se parlaient,se parl,aient,,,0,
318,5,3,3,1P,Nous,nous parlions,nous parl,ions,,,0,
319,5,3,3,2P,Vous,vous parliez,vous parl,iez,,,0,
320,5,4,3,1S,Je,me  parlai,me  parl,ai,,,0,
321,5,4,3,2S,Tu,te  parlas,te  parl,as,,,0,
322,5,4,3,3S,Il,se parla,se parl,a,,,0,
323,5,4,3,3P,Ils,se parlèrent,se parl,èrent,,,0,
324,5,4,3,1P,Nous,nous parlâmes,nous parl,âmes,,,0,
325,5,4,3,2P,Vous,vous parlâtes,vous parl,âtes,,,0,
308,5,2,3,1S,Je,me  parlerai,me  parler,ai,,0,0,
309,5,2,3,2S,Tu,te  parleras,te  parler,as,,,0,
310,5,2,3,3S,Il,se parlera,se parler,a,,,0,
311,5,2,3,3P,Ils,se parleront,se parler,ont,,,0,
312,5,2,3,1P,Nous,nous parlerons,nous parler,ons,,,0,
313,5,2,3,2P,Vous,vous parlerez,vous parler,ez,,,0,
338,5,7,3,1S,Je,me  parlerais,me  parler,ais,,,0,
339,5,7,3,2S,Tu,te  parlerais,te  parler,ais,,,0,
340,5,7,3,3S,Il,se parlerait,se parler,ait,,,0,
341,5,7,3,3P,Ils,se parleraient,se parler,aient,,,0,
342,5,7,3,1P,Nous,nous parlerions,nous parler,ions,,,0,
343,5,7,3,2P,Vous,vous parleriez,vous parler,iez,,,0,
326,5,5,3,1S,Je,me  parle,me  parl,e,,,0,
327,5,5,3,2S,Tu,te  parles,te  parl,es,,,0,
328,5,5,3,3S,Il,se parle,se parl,e,,,0,
329,5,5,3,3P,Ils,se parlent,se parl,ent,,,0,
330,5,5,3,1P,Nous,nous parlions,nous parl,ions,,,0,
331,5,5,3,2P,Vous,vous parliez,vous parl,iez,,,0,
332,5,6,3,1S,Je,me  parlasse,me  parl,asse,,,0,
333,5,6,3,2S,Tu,te  parlasse,te  parl,asse,,,0,
334,5,6,3,3S,Il,se parlât,se parl,ât,,,0,
335,5,6,3,3P,Ils,se parlassent,se parl,assent,,,0,
336,5,6,3,1P,Nous,nous parlassions,nous parl,assions,,,0,
337,5,6,3,2P,Vous,vous parlassiez,vous parl,assiez,,,0,
347,5,9,3,,,se parlant,se parl,ant,,,0,
348,5,10,3,,,parlé(s),parl,é(s),,,0,
349,5,10,3,,,parlée(s),parl,ée(s),,,0,
399,6,1,3,1S,Je,me méfie,me méfi,e,,,0,
400,6,1,3,2S,Tu,te méfies,te méfi,es,,,0,
401,6,1,3,3S,Il,se méfie,se méfi,e,,,0,
402,6,1,3,3P,Ils,se méfient,se méfi,ent,,,0,
403,6,1,3,1P,Nous,nous méfions,nous méfi,ons,,,0,
404,6,1,3,2P,Vous,vous méfiez,vous méfi,ez,,,0,
405,6,2,3,1S,Je,me méfierai,me méfier,ai,,,0,
406,6,2,3,2S,Tu,te méfieras,te méfier,as,,,0,
407,6,2,3,3S,Il,se méfiera,se méfier,a,,,0,
408,6,2,3,3P,Ils,se méfieront,se méfier,ont,,,0,
409,6,2,3,1P,Nous,nous méfierons,nous méfier,ons,,,0,
410,6,2,3,2P,Vous,vous méfierez,vous méfier,ez,,,0,
411,6,3,3,1S,Je,me méfiais,me méfi,ais,,,0,
412,6,3,3,2S,Tu,te méfiais,te méfi,ais,,,0,
413,6,3,3,3S,Il,se méfiait,se méfi,ait,,,0,
414,6,3,3,3P,Ils,se méfiaient,se méfi,aient,,,0,
415,6,3,3,1P,Nous,nous méfiions,nous méfi,ions,,,0,
416,6,3,3,2P,Vous,vous méfiiez,vous méfi,iez,,,0,
417,6,4,3,1S,Je,me méfiai,me méfi,ai,,,0,
418,6,4,3,2S,Tu,te méfias,te méfi,as,,,0,
419,6,4,3,3S,Il,se méfia,se méfi,a,,,0,
420,6,4,3,3P,Ils,se méfièrent,se méfi,èrent,,,0,
421,6,4,3,1P,Nous,nous méfiâmes,nous méfi,âmes,,,0,
422,6,4,3,2P,Vous,vous méfiâtes,vous méfi,âtes,,,0,
423,6,5,3,1S,Je,me méfie,me méfi,e,,,0,
424,6,5,3,2S,Tu,te méfies,te méfi,es,,,0,
425,6,5,3,3S,Il,se méfie,se méfi,e,,,0,
426,6,5,3,3P,Ils,se méfient,se méfi,ent,,,0,
427,6,5,3,1P,Nous,nous méfiions,nous méfi,ions,,,0,
428,6,5,3,2P,Vous,vous méfiiez,vous méfi,iez,,,0,
429,6,6,3,1S,Je,me méfiasse,me méfi,asse,,,0,
430,6,6,3,2S,Tu,te méfiasses,te méfi,asses,,,0,
431,6,6,3,3S,Il,se méfiât,se méfi,ât,,,0,
432,6,6,3,3P,Ils,se méfiassent,se méfi,assent,,,0,
433,6,6,3,1P,Nous,nous méfiassions,nous méfi,assions,,,0,
434,6,6,3,2P,Vous,vous méfiassiez,vous méfi,assiez,,,0,
435,6,7,3,1S,Je,me méfierais,me méfier,ais,,,0,
436,6,7,3,2S,Tu,te méfierais,te méfier,ais,,,0,
437,6,7,3,3S,Il,se méfierait,se méfier,ait,,,0,
438,6,7,3,3P,Ils,se méfieraient,se méfier,aient,,,0,
439,6,7,3,1P,Nous,nous méfierions,nous méfier,ions,,,0,
440,6,7,3,2P,Vous,vous méfieriez,vous méfier,iez,,,0,
444,6,9,3,,,se méfiant,se méfi,ant,,,0,
445,6,10,3,,,méfié(s),méfi,é(s),,,0,
446,6,10,3,,,méfiée(s),méfi,ée(s),,,0,
500,7,1,2,1S,Je,parle,parl,e,,,0,
501,7,1,2,2S,Tu,parles,parl,es,,0,0,
502,7,1,2,3S,Il,parle,parl,e,,,0,
503,7,1,2,3P,Ils,parlent,parl,ent,,,0,
504,7,1,2,1P,Nous,parlons,parl,ons,,,0,
505,7,1,2,2P,Vous,parlez,parl,ez,,,0,
512,7,3,2,1S,Je,parlais,parl,ais,,,0,
513,7,3,2,2S,Tu,parlais,parl,ais,,,0,
514,7,3,2,3S,Il,parlait,parl,ait,,,0,
515,7,3,2,3P,Ils,parlaient,parl,aient,,,0,
516,7,3,2,1P,Nous,parlions,parl,ions,,,0,
517,7,3,2,2P,Vous,parliez,parl,iez,,,0,
518,7,4,2,1S,Je,parlai,parl,ai,,,0,
519,7,4,2,2S,Tu,parlas,parl,as,,,0,
520,7,4,2,3S,Il,parla,parl,a,,,0,
521,7,4,2,3P,Ils,parlèrent,parl,èrent,,,0,
522,7,4,2,1P,Nous,parlâmes,parl,âmes,,,0,
523,7,4,2,2P,Vous,parlâtes,parl,âtes,,,0,
545,7,9,2,,,parlant,parl,ant,,,0,
546,7,10,2,,,parlé(s),parl,é(s),,,0,
547,7,10,2,,,parlée(s),parl,ée(s),,,0,
506,7,2,2,1S,Je,parlerai,parler,ai,,,0,
507,7,2,2,2S,Tu,parleras,parler,as,,,0,
508,7,2,2,3S,Il,parlera,parler,a,,,0,
509,7,2,2,3P,Ils,parleront,parler,ont,,,0,
510,7,2,2,1P,Nous,parlerons,parler,ons,,,0,
511,7,2,2,2P,Vous,parlerez,parler,ez,,,0,
524,7,5,2,1S,Je,parle,parl,e,,,0,
525,7,5,2,2S,Tu,parles,parl,es,,,0,
526,7,5,2,3S,Il,parle,parl,e,,,0,
527,7,5,2,3P,Ils,parlent,parl,ent,,,0,
528,7,5,2,1P,Nous,parlions,parl,ions,,,0,
529,7,5,2,2P,Vous,parliez,parl,iez,,,0,
530,7,6,2,1S,Je,parlasse,parl,asse,,,0,
531,7,6,2,2S,Tu,parlasses,parl,asses,,,0,
532,7,6,2,3S,Il,parlât,parl,ât,,,0,
533,7,6,2,3P,Ils,parlassent,parl,assent,,,0,
534,7,6,2,1P,Nous,parlassions,parl,assions,,,0,
535,7,6,2,2P,Vous,parlassiez,parl,assiez,,,0,
536,7,7,2,1S,Je,parlerais,parler,ais,,,0,
537,7,7,2,2S,Tu,parlerais,parler,ais,,,0,
538,7,7,2,3S,Il,parlerait,parler,ait,,,0,
539,7,7,2,3P,Ils,parleraient,parler,aient,,,0,
540,7,7,2,1P,Nous,parlerions,parler,ions,,,0,
541,7,7,2,2P,Vous,parleriez,parler,iez,,,0,
601,8,1,2,1S,J',achète,achèt,e,1,,1,è
602,8,1,2,2S,Tu,achètes,achèt,es,1,,1,è
603,8,1,2,3S,Il,achète,achèt,e,1,,1,è
604,8,1,2,3P,Ils,achètent,achèt,ent,1,,1,è
605,8,1,2,1P,Nous,achetons,achet,ons,,,0,
606,8,1,2,2P,Vous,achetez,achet,ez,,,0,
607,8,2,2,1S,J',achèterai,achèter,ai,1,,1,è
608,8,2,2,2S,Tu,achèteras,achèter,as,1,,1,è
609,8,2,2,3S,Il,achètera,achèter,a,1,,1,è
610,8,2,2,3P,Ils,achèteront,achèter,ont,1,,1,è
611,8,2,2,1P,Nous,achèterons,achèter,ons,1,,1,è
612,8,2,2,2P,Vous,achèterez,achèter,ez,1,,1,è
613,8,3,2,1S,J',achetais,achet,ais,,,0,
614,8,3,2,2S,Tu,achetais,achet,ais,,,0,
615,8,3,2,3S,Il,achetait,achet,ait,,,0,
616,8,3,2,3P,Ils,achetaient,achet,aient,,,0,
617,8,3,2,1P,Nous,achetions,achet,ions,,,0,
618,8,3,2,2P,Vous,achetiez,achet,iez,,,0,
619,8,4,2,1S,J',achetai,achet,ai,,,0,
620,8,4,2,2S,Tu,achetas,achet,as,,,0,
621,8,4,2,3S,Il,acheta,achet,a,,,0,
622,8,4,2,3P,Ils,achetèrent,achet,èrent,,,0,
623,8,4,2,1P,Nous,achetâmes,achet,âmes,,,0,
624,8,4,2,2P,Vous,achetâtes,achet,âtes,,,0,
625,8,5,2,1S,J',achète,achèt,e,1,,1,è
626,8,5,2,2S,Tu,achètes,achèt,es,1,,1,è
627,8,5,2,3S,Il,achète,achèt,e,1,,1,è
628,8,5,2,3P,Ils,achètent,achèt,ent,1,,1,è
629,8,5,2,1P,Nous,achetions,achet,ions,,,0,
630,8,5,2,2P,Vous,achetiez,achet,iez,,,0,
631,8,6,2,1S,J',achetasse,achet,asse,,,0,
632,8,6,2,2S,Tu,achetasses,achet,asses,,,0,
633,8,6,2,3S,Il,achetât,achet,ât,,,0,
634,8,6,2,3P,Ils,achetassent,achet,assent,,,0,
635,8,6,2,1P,Nous,achetassions,achet,assions,,,0,
636,8,6,2,2P,Vous,achetassiez,achet,assiez,,,0,
637,8,7,2,1S,J',achèterais,achèter,ais,1,,1,è
638,8,7,2,2S,Tu,achèterais,achèter,ais,1,,1,è
639,8,7,2,3S,Il,achèterait,achèter,ait,1,,1,è
640,8,7,2,3P,Ils,achèteraient,achèter,aient,1,,1,è
641,8,7,2,1P,Nous,achèterions,achèter,ions,1,,1,è
642,8,7,2,2P,Vous,achèteriez,achèter,iez,1,,1,è
646,8,9,2,,,achetant,achet,ant,,,0,
647,8,10,2,,,acheté(s),achet,é(s),,,0,
648,8,10,2,,,achetée(s),achet,ée(s),,,0,
702,9,1,2,1S,Je,jette,jett,e,1,,1,tt
703,9,1,2,2S,Tu,jettes,jett,es,1,,1,tt
704,9,1,2,3S,Il,jette,jett,e,1,,1,tt
705,9,1,2,3P,Ils,jettent,jett,ent,1,,1,tt
706,9,1,2,1P,Nous,jetons,jet,ons,,,0,
707,9,1,2,2P,Vous,jetez,jet,ez,,,0,
708,9,2,2,1S,Je,jetterai,jetter,ai,1,,1,tt
709,9,2,2,2S,Tu,jetteras,jetter,as,1,,1,tt
710,9,2,2,3S,Il,jettera,jetter,a,1,,1,tt
711,9,2,2,3P,Ils,jetteront,jetter,ont,1,,1,tt
712,9,2,2,1P,Nous,jetterons,jetter,ons,1,,1,tt
713,9,2,2,2P,Vous,jetterez,jetter,ez,1,,1,tt
714,9,3,2,1S,Je,jetais,jet,ais,,,0,
715,9,3,2,2S,Tu,jetais,jet,ais,,,0,
716,9,3,2,3S,Il,jetait,jet,ait,,,0,
717,9,3,2,3P,Ils,jetaient,jet,aient,,,0,
718,9,3,2,1P,Nous,jetions,jet,ions,,,0,
719,9,3,2,2P,Vous,jetiez,jet,iez,,,0,
720,9,4,2,1S,Je,jetai,jet,ai,,,0,
721,9,4,2,2S,Tu,jetas,jet,as,,,0,
722,9,4,2,3S,Il,jeta,jet,a,,,0,
723,9,4,2,3P,Ils,jetèrent,jet,èrent,,,0,
724,9,4,2,1P,Nous,jetâmes,jet,âmes,,,0,
725,9,4,2,2P,Vous,jetâtes,jet,âtes,,,0,
726,9,5,2,1S,Je,jette,jett,e,1,,1,tt
727,9,5,2,2S,Tu,jettes,jett,es,1,,1,tt
728,9,5,2,3S,Il,jette,jett,e,1,,1,tt
729,9,5,2,3P,Ils,jettent,jett,ent,1,,1,tt
730,9,5,2,1P,Nous,jetions,jet,ions,,,0,
731,9,5,2,2P,Vous,jetiez,jet,iez,,,0,
732,9,6,2,1S,Je,jetasse,jet,asse,,,0,
733,9,6,2,2S,Tu,jetasses,jet,asses,,,0,
734,9,6,2,3S,Il,jetât,jet,ât,,,0,
735,9,6,2,3P,Ils,jetassent,jet,assent,,,0,
736,9,6,2,1P,Nous,jetassions,jet,assions,,,0,
737,9,6,2,2P,Vous,jetassiez,jet,assiez,,,0,
738,9,7,2,1S,Je,jetterais,jetter,ais,1,,1,tt
739,9,7,2,2S,Tu,jetterais,jetter,ais,1,,1,tt
740,9,7,2,3S,Il,jetterait,jetter,ait,1,,1,tt
741,9,7,2,3P,Ils,jetteraient,jetter,aient,1,,1,tt
742,9,7,2,1P,Nous,jetterions,jetter,ions,1,,1,tt
743,9,7,2,2P,Vous,jetteriez,jetter,iez,1,,1,tt
747,9,9,2,,,jetant,jet,ant,,,0,
748,9,10,2,,,jeté(s),jet,é(s),,,0,
749,9,10,2,,,jetée(s),jet,ée(s),,,0,
803,10,1,2,1S,J',appelle,appell,e,1,0,1,ll
804,10,1,2,2S,Tu,appelles,appell,es,1,,1,ll
805,10,1,2,3S,Il,appelle,appell,e,1,,1,ll
806,10,1,2,3P,Ils,appellent,appell,ent,1,,1,ll
807,10,1,2,1P,Nous,appelons,appel,ons,0,,0,
808,10,1,2,2P,Vous,appelez,appel,ez,0,,0,
809,10,2,2,1S,J',appellerai,appeller,ai,1,,1,ll
810,10,2,2,2S,Tu,appelleras,appeller,as,1,,1,ll
811,10,2,2,3S,Il,appellera,appeller,a,1,,1,ll
812,10,2,2,3P,Ils,appelleront,appeller,ont,1,,1,ll
813,10,2,2,1P,Nous,appellerons,appeller,ons,1,,1,ll
814,10,2,2,2P,Vous,appellerez,appeller,ez,1,,1,ll
815,10,3,2,1S,J',appelais,appel,ais,,,0,
816,10,3,2,2S,Tu,appelais,appel,ais,,,0,
817,10,3,2,3S,Il,appelait,appel,ait,,,0,
818,10,3,2,3P,Ils,appelaient,appel,aient,,,0,
819,10,3,2,1P,Nous,appelions,appel,ions,,,0,
820,10,3,2,2P,Vous,appeliez,appel,iez,,,0,
821,10,4,2,1S,J',appelai,appel,ai,,,0,
822,10,4,2,2S,Tu,appelas,appel,as,,,0,
823,10,4,2,3S,Il,appela,appel,a,,,0,
824,10,4,2,3P,Ils,appelèrent,appel,èrent,,,0,
825,10,4,2,1P,Nous,appelâmes,appel,âmes,,,0,
826,10,4,2,2P,Vous,appelâtes,appel,âtes,,,0,
827,10,5,2,1S,J',appelle,appell,e,1,,1,ll
828,10,5,2,2S,Tu,appelles,appell,es,1,,1,ll
829,10,5,2,3S,Il,appelle,appell,e,1,,1,ll
830,10,5,2,3P,Ils,appellent,appell,ent,1,,1,ll
831,10,5,2,1P,Nous,appelions,appel,ions,,,0,
832,10,5,2,2P,Vous,appeliez,appel,iez,,,0,
833,10,6,2,1S,J',appelasse,appel,asse,,,0,
834,10,6,2,2S,Tu,appelasses,appel,asses,,,0,
835,10,6,2,3S,Il,appelât,appel,ât,,,0,
836,10,6,2,3P,Ils,appelassent,appel,assent,,,0,
837,10,6,2,1P,Nous,appelassions,appel,assions,,,0,
838,10,6,2,2P,Vous,appelassiez,appel,assiez,,,0,
839,10,7,2,1S,J',appellerais,appeller,ais,1,,1,ll
840,10,7,2,2S,Tu,appellerais,appeller,ais,1,,1,ll
841,10,7,2,3S,Il,appellerait,appeller,ait,1,,1,ll
842,10,7,2,3P,Ils,appelleraient,appeller,aient,1,,1,ll
843,10,7,2,1P,Nous,appellerions,appeller,ions,1,,1,ll
844,10,7,2,2P,Vous,appelleriez,appeller,iez,1,,1,ll
848,10,9,2,,,appelant,appel,ant,,,0,
849,10,10,2,,,appelé(s),appel,é(s),,,0,
850,10,10,2,,,appelée(s),appel,ée(s),,,0,
904,11,1,2,1S,Je,congèle,congèl,e,1,,1,è
905,11,1,2,2S,Tu,congèles,congèl,es,1,,1,è
906,11,1,2,3S,Il,congèle,congèl,e,1,,1,è
907,11,1,2,3P,Ils,congèlent,congèl,ent,1,,1,è
908,11,1,2,1P,Nous,congelons,congel,ons,,,0,
909,11,1,2,2P,Vous,congelez,congel,ez,,,0,
910,11,2,2,1S,Je,congèlerai,congèler,ai,1,,1,è
911,11,2,2,2S,Tu,congèleras,congèler,as,1,,1,è
912,11,2,2,3S,Il,congèlera,congèler,a,1,,1,è
913,11,2,2,3P,Ils,congèleront,congèler,ont,1,,1,è
914,11,2,2,1P,Nous,congèlerons,congèler,ons,1,,1,è
915,11,2,2,2P,Vous,congèlerez,congèler,ez,1,,1,è
916,11,3,2,1S,Je,congelais,congel,ais,,,0,
917,11,3,2,2S,Tu,congelais,congel,ais,,,0,
918,11,3,2,3S,Il,congelait,congel,ait,,,0,
919,11,3,2,3P,Ils,congelaient,congel,aient,,,0,
920,11,3,2,1P,Nous,congelions,congel,ions,,,0,
921,11,3,2,2P,Vous,congeliez,congel,iez,,,0,
922,11,4,2,1S,Je,congelai,congel,ai,,,0,
923,11,4,2,2S,Tu,congelas,congel,as,,,0,
924,11,4,2,3S,Il,congela,congel,a,,,0,
925,11,4,2,3P,Ils,congelèrent,congel,èrent,,,0,
926,11,4,2,1P,Nous,congelâmes,congel,âmes,,,0,
927,11,4,2,2P,Vous,congelâtes,congel,âtes,,,0,
928,11,5,2,1S,Je,congèle,congèl,e,1,,1,è
929,11,5,2,2S,Tu,congèles,congèl,es,1,,1,è
930,11,5,2,3S,Il,congèle,congèl,e,1,,1,è
931,11,5,2,3P,Ils,congèlent,congèl,ent,1,,1,è
932,11,5,2,1P,Nous,congelions,congel,ions,,,0,
933,11,5,2,2P,Vous,congeliez,congel,iez,,,0,
934,11,6,2,1S,Je,congelasse,congel,asse,,,0,
935,11,6,2,2S,Tu,congelasses,congel,asses,,,0,
936,11,6,2,3S,Il,congelât,congel,ât,,,0,
937,11,6,2,3P,Ils,congelassent,congel,assent,,,0,
938,11,6,2,1P,Nous,congelassions,congel,assions,,,0,
939,11,6,2,2P,Vous,congelassiez,congel,assiez,,,0,
940,11,7,2,1S,Je,congèlerais,congèler,ais,1,,1,è
941,11,7,2,2S,Tu,congèlerais,congèler,ais,1,,1,è
942,11,7,2,3S,Il,congèlerait,congèler,ait,1,,1,è
